parent_category,parent_category_link,category,category_link,level
Virtual Care,https://www.kroger.com/health/clinic/services/virtual-care,View All Healthcare Departments,/health,4
Virtual Care,https://www.kroger.com/health/clinic/services/virtual-care,Explore Healthy Nutrition,/health/info,4
Virtual Care,https://www.kroger.com/health/clinic/services/virtual-care,Explore The Little Clinic,/health/clinic,4
Virtual Care,https://www.kroger.com/health/clinic/services/virtual-care,Meet Our Dietitians,/health/registered-dietitians,4
Virtual Care,https://www.kroger.com/health/clinic/services/virtual-care,Browse Wellness Articles,/blog/health,4
Virtual Care,https://www.kroger.com/health/clinic/services/virtual-care,Check Out OptUP™,/health/pharmacy/optup,4
Physicals & Screenings,https://www.kroger.com/health/clinic/services/physicals-screenings,View All Clinic Services,/health/clinic/services,4
Physicals & Screenings,https://www.kroger.com/health/clinic/services/physicals-screenings,Explore The Little Clinic,/health/clinic,4
Physicals & Screenings,https://www.kroger.com/health/clinic/services/physicals-screenings,Find a Clinic,/health-services/clinic/locations,4
Physicals & Screenings,https://www.kroger.com/health/clinic/services/physicals-screenings,Access the Patient Portal,https://mycw98.ecwcloud.com/portal13353/jsp/,4
Physicals & Screenings,https://www.kroger.com/health/clinic/services/physicals-screenings,Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,4
Physicals & Screenings,https://www.kroger.com/health/clinic/services/physicals-screenings,Get Vaccinated,/health/clinic/vaccinations,4
Not Feeling Well,https://www.kroger.com/health/clinic/services/not-feeling-well,View All Clinic Services,/health/clinic/services,4
Not Feeling Well,https://www.kroger.com/health/clinic/services/not-feeling-well,Explore The Little Clinic,/health/clinic,4
Not Feeling Well,https://www.kroger.com/health/clinic/services/not-feeling-well,Find a Clinic,/health-services/clinic/locations,4
Not Feeling Well,https://www.kroger.com/health/clinic/services/not-feeling-well,"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,4
Not Feeling Well,https://www.kroger.com/health/clinic/services/not-feeling-well,Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,4
Not Feeling Well,https://www.kroger.com/health/clinic/services/not-feeling-well,Get Vaccinated,/health/clinic/vaccinations,4
Weight Management,https://www.kroger.com/health/weight-management,View All Healthcare Departments,/health,4
Weight Management,https://www.kroger.com/health/weight-management,Explore The Little Clinic,/health/clinic,4
Weight Management,https://www.kroger.com/health/weight-management,Explore Healthy Nutrition,/health/info,4
Weight Management,https://www.kroger.com/health/weight-management,Shop by Dietary Lifestyle,/f/shop-by-diet,4
Weight Management,https://www.kroger.com/health/weight-management,Find Better-for-You Recipes,/blog/health/better-for-you-recipes,4
Weight Management,https://www.kroger.com/health/weight-management,Explore the Pharmacy,/health/pharmacy,4
Preventive & Ongoing Care,https://www.kroger.com/health/clinic/services/preventive-care,View All Clinic Services,/health/clinic/services,4
Preventive & Ongoing Care,https://www.kroger.com/health/clinic/services/preventive-care,Explore The Little Clinic,/health/clinic,4
Preventive & Ongoing Care,https://www.kroger.com/health/clinic/services/preventive-care,Find a Clinic,/health-services/clinic/locations,4
Preventive & Ongoing Care,https://www.kroger.com/health/clinic/services/preventive-care,"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,4
Preventive & Ongoing Care,https://www.kroger.com/health/clinic/services/preventive-care,Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,4
Preventive & Ongoing Care,https://www.kroger.com/health/clinic/services/preventive-care,Get Vaccinated,/health/clinic/vaccinations,4
Reproductive & Sexual Health,https://www.kroger.com/health/clinic/services/reproductive-sexual-health,View All Clinic Services,/health/clinic/services,4
Reproductive & Sexual Health,https://www.kroger.com/health/clinic/services/reproductive-sexual-health,Explore The Little Clinic,/health/clinic,4
Reproductive & Sexual Health,https://www.kroger.com/health/clinic/services/reproductive-sexual-health,Find a Clinic,/health-services/clinic/locations,4
Reproductive & Sexual Health,https://www.kroger.com/health/clinic/services/reproductive-sexual-health,"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,4
Reproductive & Sexual Health,https://www.kroger.com/health/clinic/services/reproductive-sexual-health,Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,4
Reproductive & Sexual Health,https://www.kroger.com/health/clinic/services/reproductive-sexual-health,Get Vaccinated,/health/clinic/vaccinations,4
Clinical Trials,https://www.kroger.com/health/clinical-trials,View All Healthcare Departments,/health,4
Clinical Trials,https://www.kroger.com/health/clinical-trials,"Explore Business & Community Solutions
(Opens in a new tab or window)",https://www.krogerhealth.com/,4
Clinical Trials,https://www.kroger.com/health/clinical-trials,Explore the Pharmacy,/health/pharmacy,4
Clinical Trials,https://www.kroger.com/health/clinical-trials,Explore The Little Clinic,/health/clinic,4
Clinical Trials,https://www.kroger.com/health/clinical-trials,Explore Healthy Nutrition,/health/info,4
Clinical Trials,https://www.kroger.com/health/clinical-trials,Contact Us,/health/pharmacy/faqs/contact,4
Not Feeling Well Appointments,https://www.kroger.com/health/schedule-appointment?type=Not%20Feeling%20Well,View All Healthcare Departments,/health,4
Not Feeling Well Appointments,https://www.kroger.com/health/schedule-appointment?type=Not%20Feeling%20Well,Explore the Pharmacy,/health/pharmacy,4
Not Feeling Well Appointments,https://www.kroger.com/health/schedule-appointment?type=Not%20Feeling%20Well,Explore The Little Clinic,/health/clinic,4
Not Feeling Well Appointments,https://www.kroger.com/health/schedule-appointment?type=Not%20Feeling%20Well,Explore Healthy Nutrition,/health/info,4
Not Feeling Well Appointments,https://www.kroger.com/health/schedule-appointment?type=Not%20Feeling%20Well,Explore COVID-19 Resources,/health/pharmacy/covid-care,4
Not Feeling Well Appointments,https://www.kroger.com/health/schedule-appointment?type=Not%20Feeling%20Well,Explore Virtual Care,/health/clinic/virtual-care,4
Physical Appointments,https://www.kroger.com/health/schedule-appointment?type=Physicals,View All Healthcare Departments,/health,4
Physical Appointments,https://www.kroger.com/health/schedule-appointment?type=Physicals,Explore the Pharmacy,/health/pharmacy,4
Physical Appointments,https://www.kroger.com/health/schedule-appointment?type=Physicals,Explore The Little Clinic,/health/clinic,4
Physical Appointments,https://www.kroger.com/health/schedule-appointment?type=Physicals,Explore Healthy Nutrition,/health/info,4
Physical Appointments,https://www.kroger.com/health/schedule-appointment?type=Physicals,Explore COVID-19 Resources,/health/pharmacy/covid-care,4
Physical Appointments,https://www.kroger.com/health/schedule-appointment?type=Physicals,Explore Virtual Care,/health/clinic/virtual-care,4
"Eye, Skin, Hair & Nail Appointments",https://www.kroger.com/health/schedule-appointment?type=Eye%20and%20Skin%20Conditions%2C%20Hair%2C%20Nails,View All Healthcare Departments,/health,4
