parent_category,category_link,reason
Food & OTC Benefit Cards,/i/benefit-card,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Fraud Awareness,/o/money-services/fraud,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Gift Cards,/o/gift-cards,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Digital Gift Cards Online,/o/gift-cards#GiftCardMall,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Bulk Gift Cards,/o/gift-cards#BulkGiftCard,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Kroger Play,/o/kroger-play,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Lottery,/i/lottery-tickets,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
All Health & Wellness Services,https://www.kroger.com/health,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Business & Community Solutions (Opens in a new tab or window),https://www.krogerhealth.com/,page not loaded
My Prescriptions,https://www.kroger.com/rx/dashboard,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Prescription Refills,https://www.kroger.com/rx/guest-refill,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Transfer a Prescription,https://www.kroger.com/rx/guest/transfer-prescriptions,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
My Health Portal,https://www.kroger.com/health-dashboard,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
My Prescriptions,https://www.kroger.com/rx/dashboard,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
My Nutrition Insights,/nutritioninsights,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Clinic Patient Portal (Opens in a new tab or window),https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,page not loaded
Vaccines,https://www.kroger.com/health/vaccines,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Prescription Status,https://www.kroger.com/rx/tracker,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Online Bill Pay,https://www.kroger.com/health/pharmacy/faqs/online-payment,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Kroger Health Savings Club (Opens in a new tab or window),https://www.krogerhealthsavings.com/,page not loaded
Pharmacy Hours & Locations,/stores/pharmacy,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Contact Information,https://www.kroger.com/health/contact-faq,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
FAQs,https://www.kroger.com/health/pharmacy/faqs/prescriptions,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
