parent_category,parent_category_link,category,category_link,level
Weight Management,/health/weight-management,View All Healthcare Departments,/health,6
Weight Management,/health/weight-management,Explore The Little Clinic,/health/clinic,6
Weight Management,/health/weight-management,Explore Healthy Nutrition,/health/info,6
Weight Management,/health/weight-management,Shop by Dietary Lifestyle,/f/shop-by-diet,6
Weight Management,/health/weight-management,Find Better-for-You Recipes,/blog/health/better-for-you-recipes,6
Weight Management,/health/weight-management,Explore the Pharmacy,/health/pharmacy,6
Not Feeling Well,/health/clinic/services/not-feeling-well,View All Clinic Services,/health/clinic/services,6
Not Feeling Well,/health/clinic/services/not-feeling-well,Explore The Little Clinic,/health/clinic,6
Not Feeling Well,/health/clinic/services/not-feeling-well,Find a Clinic,/health-services/clinic/locations,6
Not Feeling Well,/health/clinic/services/not-feeling-well,"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,6
Not Feeling Well,/health/clinic/services/not-feeling-well,Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,6
Not Feeling Well,/health/clinic/services/not-feeling-well,Get Vaccinated,/health/clinic/vaccinations,6
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,View All Clinic Services,/health/clinic/services,6
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,Explore The Little Clinic,/health/clinic,6
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,Find a Clinic,/health-services/clinic/locations,6
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,"Access the Patient Portal
(Opens in a new tab or window)",https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,6
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,6
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,Get Vaccinated,/health/clinic/vaccinations,6
Virtual Care,/health/clinic/virtual-care,View All Healthcare Departments,/health,6
Virtual Care,/health/clinic/virtual-care,Explore Healthy Nutrition,/health/info,6
