parent_category,category_link,reason
Explore At-Home Test Kits,/search?keyword=CovidTest&query=CovidTest&searchType=mktg%20attribute&monet=curated&fulfillment=all&pzn=relevance,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Find a Pharmacy,/stores/search?selectedStoreFilters=Pharmacy&hash=Pharmacy,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Find a Clinic,/health-services/clinic/locations,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
View All Healthcare Departments,/health,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Sign In or Create Account,/rx/dashboard,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Rx Transfers,/rx/guest/transfer-prescriptions,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Rx Refills,/rx/guest-refill,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Order Status,/rx/tracker,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Online Payments,/health/pharmacy/faqs/online-payment,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Auto Refill,/rx/auto-refills,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Notifications & Reminders,/rx/patient-profile,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Pharmacy FAQs,/health/pharmacy/faqs/prescriptions,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
View All Healthcare Departments,/health,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Manage Your Prescriptions,/rx/landing-page?redirectUrl=/rx/dashboard,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Get Vaccinated,/health/clinic/vaccinations,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Find a Pharmacy,/stores/search?selectedStoreFilters=Pharmacy&hash=Pharmacy,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Weight Management,/health/weight-management,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
Not Feeling Well,/health/clinic/services/not-feeling-well,page not loaded
Preventive & Ongoing Care,/health/clinic/services/ongoing-health-management,page not loaded
Virtual Care,/health/clinic/virtual-care,page not loaded
Vaccines & Injections,/health/clinic/vaccinations,page not loaded
View All Healthcare Departments,/health,page not loaded
View All Clinic Services,/health/clinic/services,page not loaded
Find a Clinic,/health-services/clinic/locations,page not loaded
Access the Patient Portal,https://mycw98.ecwcloud.com/portal13353/jsp/100mp/login_otp.jsp,page not loaded
Review Insurance & Payment Info,/health/clinic/billing-insurance-payment,page not loaded
Schedule an Appointment,/health/clinic/schedule-appointment,page not loaded
Tracey Shaffer,/health/experts/tracey-shaffer,page not loaded
View All Healthcare Departments,/health,Selector not found: .ImageLink-wrapper.block.mx-auto.text-center
